KAISHA_CODE,TOSAN_FLG,URIAGE,JUGYOIN_SU,SHIHON_KIN,SOU_SHIHON,JIKO_SHIHON,SO_SHIHON_KEIJO_RIEKI_RITU,SO_SHIHON_KIGYO_SHUEKI_RITU,SO_SHIHON_ZEIBIKIMAE_RIEKI_RITU,URIAGE_EIGYO_HIYO_RITU,URIAGE_GENKA_RITU,URIAGE_HANKANHI_RITU,URIAGE_EIGYO_GAI_SHUEKI_RITU,URIAGE_EIGYO_GAI_HIYO_RITU,URIAGE_KEIJO_RIEKI_RITU,URIAGE_ZEIBIKIMAE_RIEKI_RITU,URIAGE_TOKI_RIEKI_RITU,URIAGE_KINYU_SHUSHI_RITU,URIAGE_KINRI_FUTAN_RITU,SHIHON_KIN_BAI_RITU,SO_SHIHON_KAITEN_KIKAN,KOTEI_SHISAN_KAITEN_KIKAN,YUKEI_KOTEI_SHISAN_KAITEN_KIKAN,URIKAKE_KAITEN_KIKAN,TANAOROSHI_KAITEN_KIKAN,SHOHIN_KAITEN_KIKAN,KAIIRE_SAIMU_KAITEN_KIKAN,SHIHARAI_TEGATA_KAITEN_KIKAN,KAIKAKE_KAITEN_KIKAN,GEN_YOKIN_TEMOCHI_NISSU
C09205,0,6116639,196,93750,6190,5262,2.54,2.54,2.3,98.28,96.72,1.56,0.37,0.03,2.06,1.86,1.82,0.01,0,56.02,9.72,3.39,2.95,0.01,0,0,0,0,0,22.37
C09214,0,465954,8,10000,184,58,20.3,21.04,20.12,93.71,63.23,30.48,0.37,0.24,6.42,6.36,4.25,-0.23,0.24,5.84,3.79,1.14,0,0.93,0.85,0.85,1.07,0,1.07,17.91
C09231,0,212324,14,5000,226,122,6.72,7.16,7.97,93.01,70.8,22.21,0.36,1.61,5.73,6.8,5.46,-0.37,0.38,24.58,10.24,3.47,2.2,1.67,0.74,0.74,2.19,1.4,0.79,131.6
C09271,0,2905624,50,80000,2699,1155,6.04,6.39,6.48,95.54,88.37,7.16,0.36,0.34,4.49,4.81,2.66,-0.25,0.26,14.44,8.92,3.92,3.74,1.66,1.05,1.05,2.08,1.39,0.7,8.25
C09276,0,361995,25,10000,343,227,8.2,8.51,8.4,93.9,34.99,58.91,0.36,0.23,6.22,6.38,2.59,-0.22,0.23,22.74,9.11,4.46,3.74,1.1,0.01,0.01,0.39,0,0.39,79.82
C09278,0,681359,24,10000,457,94,10.84,11.59,10.62,94.14,77.46,16.68,0.36,0.4,5.82,5.7,3.51,-0.31,0.4,9.49,6.44,2.16,1.38,1.83,1.04,1.03,1.13,0.17,0.95,36.7
C09280,0,468469,22,10000,304,15,0.46,0.87,0.63,99.87,79.63,20.24,0.36,0.25,0.24,0.33,0.31,-0.09,0.22,1.58,6.24,1.22,0.11,1.71,0.53,0,4.84,3.48,1.36,71.42
C09287,0,76600,10,3000,46,2,0.57,1.28,0.57,99.37,49.63,49.74,0.36,0.71,0.28,0.28,0.18,-0.35,0.35,0.9,5.81,2.48,0.53,1.07,1.23,1.19,0.48,0,0.48,22.61
C09290,0,57713,5,12000,47,30,13.82,14.03,13.82,90.59,65.71,24.88,0.36,0.58,9.18,9.18,6.38,-0.13,0.14,2.51,7.98,3.08,0.45,1.12,0.5,0.23,0.64,0.21,0.43,96.4
C09299,0,530876,21,45000,972,192,0.39,1.74,0.39,97.44,94.14,3.3,0.36,2.34,0.58,0.58,0.38,-1.97,1.97,4.27,17.59,11.26,10.66,2.35,1.92,0.86,1.3,0.06,1.24,44.97
C09332,0,902419,54,36000,838,351,-3.44,-3.15,-3.58,102.69,87.43,15.26,0.35,0.22,-2.56,-2.66,-2.68,-0.14,0.22,9.76,8.93,2.75,2.27,1.81,1.16,0.68,2.45,1.82,0.63,37.22
C09335,0,71312,3,10000,52,-23,-10.15,-10.06,-9.9,106.33,76.14,30.19,0.35,0.05,-6.03,-5.89,-5.96,-0.05,0.05,-2.33,7.13,3.39,0.66,1.62,0,0,1.37,0.95,0.42,38.65
C09341,0,241434,2,19450,159,75,37.78,39.59,41.96,76.1,18.8,55.3,0.35,0.04,26.22,26.22,15.63,-0.04,0.04,3.87,6.34,1.02,0.22,2.34,0.37,0.25,0.37,0,0.37,77.94
C09353,0,193804,13,10000,132,-37,0.92,4.17,0.92,97.96,72.48,25.48,0.35,1.89,0.5,0.5,0.34,-1.77,1.77,-3.75,6.55,0.8,0.45,0.97,2.99,1.11,1.28,0.92,0.36,25.09
C09360,0,1280144,27,315000,848,318,15.41,15.61,15.42,91.97,73.8,18.16,0.35,0.21,8.17,8.17,7.47,-0.05,0.11,1.01,6.36,0.76,0.55,2.99,1.35,0.95,0.82,0,0.82,7.46
C09367,0,84619,7,10000,71,15,4.22,5.58,4.22,96.54,33.45,63.09,0.35,0.94,2.86,2.86,2.27,-0.8,0.92,1.53,8.13,5.27,2.58,0.33,0.04,0,0.16,0,0.16,69.28
C09376,0,339618,20,30000,363,64,8.04,9.4,5.95,92.3,73.11,19.19,0.35,1.16,6.88,5.1,2.9,-1.12,1.16,2.16,10.27,8.16,7.35,0.87,0.38,0.33,0.51,0,0.51,22.11
C09391,0,1055700,14,10000,547,-42,1.05,1.74,-0.95,99.6,97.99,1.61,0.35,0.32,0.44,-0.39,-0.4,-0.29,0.29,-4.28,4.98,0.03,0.01,4.35,0.33,0.07,3.65,0,3.65,8.55
C09403,0,922721,37,10000,526,246,10.87,11.31,10.61,95.18,81.01,14.17,0.34,0.21,4.96,4.84,3.13,-0.2,0.2,24.66,5.47,1.25,1.2,1.27,0.38,0,0.37,0,0.37,45.07
C09411,0,54163,2,10000,30,4,8.41,9.49,8.41,96.12,69.51,26.62,0.34,0.48,3.73,3.73,3.61,-0.35,0.48,0.46,5.33,0.35,0,1.74,0.06,0.06,0.93,0,0.93,62.2
C09435,0,153664,17,10000,83,29,0.16,0.9,0.48,99.95,39.5,60.44,0.34,0.33,0.07,0.21,0.21,-0.32,0.32,2.93,5.2,1.25,0.93,1.7,0.82,0.82,1.33,0.79,0.54,30.13
C09436,0,392396,33,10000,439,20,-0.19,0.71,-0.17,98.98,73.9,25.07,0.34,1.54,-0.17,-0.15,-0.26,-0.79,0.81,2.09,10.74,5.23,4.26,1.41,0.75,0.01,1.99,1.37,0.63,98.81
C09442,0,1024108,41,30000,680,302,0.5,0.66,0.5,100,83.67,16.32,0.34,0.08,0.27,0.27,0.18,0.26,0.08,10.08,6.37,3.13,2.74,1.32,0.7,0.3,2.64,1.89,0.76,12.92
C09453,0,483945,41,24000,318,-24,-0.02,2.48,2.01,98.77,84.4,14.37,0.34,1.58,-0.01,1.06,0.99,-1.25,1.32,-1.02,6.32,1.17,0.07,2.77,1.22,0.01,2.84,0.83,2.01,27.12
C09458,0,3401656,60,100000,4325,3507,5.84,5.84,5.53,94.4,87.17,7.23,0.34,0,5.94,5.62,3.98,0.02,0,35.08,12.21,3.01,2.78,1.48,0.32,0.08,1.37,0.64,0.73,88.31
C09476,0,324492,10,96000,848,750,1.93,2,1.92,96.15,53.3,42.85,0.33,0.13,4.04,4.01,2.46,-0.1,0.13,7.82,25.09,2.6,1.97,1.61,10.32,9.7,0.15,0,0.15,295.28
C09482,0,625463,28,40000,994,243,2.28,3.33,24.39,96.1,88.96,7.14,0.33,1.34,2.9,31.02,13.69,-1.29,1.34,6.09,15.26,13.24,12.58,1.34,0,0,1.04,0,1.04,17.49
C09483,0,210260,4,3000,122,39,9.36,9.99,9.34,94.77,65.79,28.99,0.33,1.19,4.37,4.36,3.12,-0.29,0.29,13.32,5.6,0.18,0.01,1.74,1.02,0.11,1.61,0,1.61,59.69
C09486,0,14339367,156,97500,11759,5856,7.64,,7.61,95.22,87.46,7.75,0.33,0.1,5.01,5,3.04,,0,60.06,7.87,2.16,1.23,1.85,0.27,0.27,2.25,0.39,1.86,62.95
C09487,0,3844315,116,10000,3296,673,1.22,1.95,-1.24,98.04,85.3,12.75,0.33,1.45,0.84,-0.85,-0.89,-0.49,0.5,67.31,8.23,3.6,2.82,2.2,0.85,0.7,1.4,0.45,0.95,23.69
C09490,0,1172963,38,50000,1099,906,8.44,8.44,8.57,93.99,82.62,11.38,0.33,0,6.33,6.43,3.92,0.01,0,18.13,9,1.2,0.82,1.21,0.21,0.16,0.92,0,0.92,164.96
C09492,0,222232,22,100000,182,3,-22.25,-21.96,-22.25,114.74,99.85,14.89,0.33,0.19,-14.6,-14.6,-14.71,-0.19,0.19,0.04,7.87,4.42,4.42,0.94,1.48,0.93,0.74,0,0.74,16.87
C09496,0,869999,30,10000,966,234,1.5,2.26,1.51,98.32,86.14,12.18,0.33,0.68,1.34,1.35,0.21,-0.58,0.67,23.41,10.67,5.54,4.32,2.05,1.05,0.42,3.2,2.41,0.78,58.81
C09501,0,240685,18,10000,309,88,0.21,1.18,0.44,99.11,70.69,28.42,0.33,1,0.21,0.45,0.43,-0.86,1,8.85,12.35,3.26,1.94,1.23,3,2.19,1.74,1.13,0.61,60.43
C09531,0,969018,43,12000,707,274,0.94,1.55,0.94,99.42,57.7,41.72,0.33,0.36,0.55,0.55,0.53,-0.25,0.36,22.88,7.01,0.96,0.02,1.44,1.39,1.37,1.12,0,1.12,68.17
C09540,0,268149,21,80000,491,198,2.99,3.5,6.5,95.09,83.62,11.47,0.33,0.85,4.39,9.52,6.42,-0.73,0.74,2.48,17.59,12.88,12.03,1.21,1.05,0.37,0.1,0,0.1,57.06
C09555,0,190718,9,2000,60,22,7.13,7.41,7.13,98.44,85.12,13.32,0.32,0.07,1.81,1.81,1.56,-0.07,0.07,11.21,3.05,0.09,0.07,1.02,0.34,0.3,1.35,0,1.35,14.01
C09561,0,253760,17,10000,371,-4,-1.05,0.32,-1.51,99.76,90.73,9.03,0.32,1.78,-1.23,-1.77,-1.81,-1.59,1.61,-0.41,14.06,7.29,6.19,1.19,4.08,2.23,1.76,0.8,0.95,19.32
C09596,0,1875468,62,60000,7796,1341,0.42,1.5,0.49,95.33,49.27,46.07,0.32,3.6,1.39,1.63,0.86,-3.59,3.6,22.35,39.91,32.95,32.52,1.73,0.04,0.04,3.38,3.09,0.29,136.73
C09604,0,218970,16,10000,228,100,3.02,3.7,3.46,97.24,74.61,22.62,0.32,0.56,2.52,2.89,2.31,-0.56,0.56,10.05,10.01,5.4,4.65,1.8,0.25,0,0.91,0,0.91,56.14
C09619,0,431132,23,100000,952,434,2.97,3.78,3.03,93.51,78.96,14.54,0.32,1.57,5.25,5.35,4.97,-1.41,1.43,4.35,21.2,16.18,15.65,1.58,0.92,0.62,0.94,0.32,0.62,41.46
C09622,0,274399,10,14000,320,88,9.32,10.38,9.32,90.45,62.4,28.05,0.31,1.13,8.72,8.72,5.64,-0.98,0.99,6.34,11.22,6.03,5.79,1.58,0.7,0.21,0.4,0,0.4,75.28
C09636,0,374053,30,10000,497,100,3.4,4.81,3.59,95.19,37.24,57.95,0.31,1.51,3.61,3.82,3.08,-1.5,1.51,10.03,12.77,8.06,4.19,1.1,0.25,0.25,0.56,0,0.56,74.06
C09658,0,669823,39,21000,639,-62,-3.5,0.34,-7.46,99.94,80.93,19.01,0.31,3.04,-2.67,-5.7,-5.72,-2.87,2.93,-2.98,9.17,2.76,2.15,1.86,1.37,0.79,2.77,1.32,1.45,85.06
C09668,0,862462,35,10000,639,302,17.15,17.41,17.25,89.98,79.96,10.03,0.31,0.15,10.17,10.23,6.79,-0.15,0.15,30.28,7.12,1.32,1.32,1.88,1.65,0.44,1.65,0.87,0.78,26.08
C09672,0,326176,11,13000,332,39,-8.67,-7.19,-8.83,104.47,89.42,15.05,0.31,2.91,-7.07,-7.2,-7.25,-1.07,1.21,3.03,9.78,5.21,4.14,2.66,0.4,0.18,1.09,0.4,0.7,25.56
C09678,0,2324208,105,224000,3425,2778,8.93,8.96,9.15,89.32,71.78,17.54,0.31,0.46,10.54,10.79,5.97,0.07,0.03,12.4,14.15,2.34,1.67,1.82,2.35,0.48,1.76,1.22,0.54,149.28
C09691,0,927639,28,10000,273,67,3.13,3.56,0.55,99.32,89.87,9.45,0.31,0.25,0.74,0.13,0.1,-0.1,0.1,6.72,2.83,1.12,1.11,0.94,0.28,0.16,0.72,0,0.72,12.91
C09692,0,2662797,156,50000,3431,420,0.39,1.19,0.33,98.94,80.91,18.04,0.31,0.96,0.41,0.34,0.12,-0.81,0.83,8.42,12.37,6.55,6.19,1.44,0.88,0.53,2.85,2.05,0.8,40.22
C09694,0,216971,10,12000,271,36,0.34,2.24,0.34,98.02,46.16,51.86,0.31,1.96,0.34,0.34,0.13,-1.8,1.91,3.04,12.03,1.32,0.55,1.39,3.68,2.67,1.52,0,1.52,119.82
C09709,0,199725,10,10000,102,-134,-52.13,-50.53,-55.12,146.22,113.27,27.41,0.3,2.21,-48.13,-48.42,-48.45,-1.96,2.02,-13.43,4.95,1.06,0.05,1.57,1.2,0,2.56,0,2.56,8.97
C09714,0,500316,20,20000,526,153,0.57,1.85,0.53,98.74,82.34,16.4,0.3,1.08,0.48,0.44,0.04,-1,1.08,7.67,10.1,6.79,5.17,0.98,0.42,0.24,1.53,0.87,0.66,46.58
C09718,0,141381,8,8880,118,55,-10.39,-10.17,-10.61,107,80.05,26.96,0.3,0.27,-6.97,-7.12,-7.27,-0.15,0.15,6.26,8.05,2.69,2.37,1.83,1.05,0.93,1.85,1.53,0.31,68.41
C09729,0,1943352,37,30000,1662,644,2.36,2.65,7.48,98.48,87.23,11.25,0.3,0.2,1.61,5.12,4.71,-0.12,0.2,21.5,8.21,1.99,1.73,1.56,0.92,0.5,2.22,0.88,1.34,69.22
C09740,0,725551,14,49100,927,156,1.67,3.33,0.29,96.88,55.46,41.42,0.3,1.71,1.71,0.3,0.19,-1.68,1.69,3.18,12.27,1.79,1.48,3.07,2.52,2.14,0.86,0.22,0.64,136.37
C09753,0,38344,5,3000,60,-15,0.91,1.74,0.91,98.11,60.81,37.3,0.3,1.05,1.15,1.15,0.98,-1.04,1.05,-5.01,15.12,4.07,4.03,1.7,5.56,0.22,0.47,0,0.47,112.53
C09790,0,900508,27,50000,466,17,0.27,2.04,0.35,99.42,83.11,16.31,0.29,0.75,0.11,0.14,0.1,-0.74,0.74,0.35,4.98,0.6,0.57,1.03,1.66,0.97,1.12,0.15,0.97,10.2
C09810,0,6359252,265,45000,8004,4270,-3.8,-3.64,-3.77,103.94,95.09,8.85,0.29,0.18,-3.83,-3.79,-3.81,-0.06,0.17,94.9,12.08,6.68,4.25,2.02,0.55,0.25,2.3,1.4,0.9,18.12
C09816,0,1333110,38,11000,912,209,4.08,4.56,4.4,97.79,81.5,16.29,0.29,0.26,2.24,2.41,1.24,-0.26,0.26,19.05,6.57,4.52,4.23,0.86,0.69,0.4,0.83,0,0.83,8.34
C09831,0,189071,7,10000,272,154,3.97,4.53,4.75,95.05,59.8,35.25,0.29,0.65,4.58,5.49,5.49,-0.65,0.65,15.49,13.86,1.7,1.62,1.87,4.07,4.07,0.65,0,0.65,177.9
C09836,0,267956,10,60000,415,122,1.06,2.23,1.06,96.65,73.66,22.99,0.29,2.32,1.32,1.32,1.11,-1.44,1.45,2.04,14.88,2.48,2.18,7.55,3.74,3.67,1.91,0.16,1.75,28.34
C09845,0,23638,4,10000,30,3,11.65,12.17,11.65,87.8,54.47,33.33,0.28,0.53,11.95,11.95,11.71,-0.41,0.53,0.39,12.3,8.03,7.42,1.97,0.14,0,0.17,0,0.17,43.31
C09871,0,260475,22,10000,237,10,1.9,2.97,1.9,98.11,5.38,98.11,0.28,0.78,1.39,1.39,1.36,-0.78,0.78,1.1,8.76,5.1,5,1.31,0,0,0,0,0,8.99
C09874,0,401328,20,20000,349,119,5.92,6.42,10.28,95.79,59.5,36.3,0.28,0.36,4.13,7.17,4.43,-0.35,0.35,5.98,8.37,1.11,0.99,2.59,0.36,0,0.83,0.49,0.34,130.86
C09890,0,645782,20,10000,697,28,2.48,4.57,2.48,96.23,82.82,13.4,0.28,1.9,2.15,2.15,2.13,-1.8,1.8,2.89,10.37,2.63,1.98,4.39,1.98,0.94,3.76,2.87,0.89,11.22
C09925,0,1167969,33,10000,1504,302,7.65,8.37,7.51,91.62,72.29,19.33,0.27,0.76,7.88,7.74,4.63,-0.65,0.74,30.3,12.37,7.1,6.53,0.93,0.58,0.19,0.26,0,0.26,87.53
C09933,0,745720,17,10000,422,20,-2.23,-1.28,-2.22,100.83,81.27,19.56,0.27,0.45,-1.01,-1.01,-1.03,-0.42,0.43,2.04,5.44,0.18,0.15,1.06,0.48,0.48,0.78,0,0.78,70.51
C09937,0,109702,12,20000,107,10,-8.06,-6.87,-8.06,105.59,57.61,47.99,0.27,1,-6.31,-6.31,-6.45,-0.93,0.93,0.54,9.41,6.84,6.5,1.01,0.72,0.15,0.09,0,0.09,10.09
C09940,0,103692,13,30000,97,5,12.63,13.77,12.63,86.87,83.32,3.54,0.27,3.91,9.49,9.49,9.35,-0.85,0.86,0.17,9.02,3.89,3.65,1.14,0.76,0.04,0.94,0,0.94,70.74
C09942,1,81587,5,10000,63,-26,-6.36,-3,-6.36,102.15,75.04,27.11,0.27,2.11,-3.99,-3.99,-4.06,-1.84,2.11,-2.69,7.53,2.42,2.39,0.89,0.74,0.18,0.3,0,0.3,26.77
C09943,0,72284,1,10000,77,30,-2.24,-1.04,-2.24,101.09,72.78,28.31,0.27,1.11,-1.92,-1.92,-2.01,-1.02,1.03,3.09,10.29,6.5,6.26,1.14,1.44,0.53,1.66,0,1.66,36.44
C09950,0,122388,2,10000,131,69,2.74,3.42,2.74,97.33,60.13,37.2,0.27,0.59,2.35,2.35,1.83,-0.58,0.59,6.94,10.31,5.58,4.89,1.23,0.51,0.51,0.8,0,0.8,87.28
C09954,0,395018,38,38000,703,-47,0.93,3.33,0.89,94.92,76.66,18.27,0.27,4.02,1.33,1.27,1.23,-3.41,3.41,-1.24,17.09,12.24,11.47,1.67,1.01,0.51,0.37,0,0.37,36.2
C09973,0,321526,18,38000,413,78,10.35,11.26,-10.81,88.68,74.17,14.51,0.27,0.93,10.66,-11.13,-11.19,-0.82,0.93,2.06,12.35,1.74,0.46,0.71,0.11,0,0.58,0,0.58,253.5
C09974,0,592977,18,30000,698,262,1.19,2.25,1.19,98.16,85.3,12.85,0.27,1,1.12,1.12,1.09,-0.95,1,8.75,11.31,0.85,0.12,2.36,4.95,4.69,0.5,0,0.5,93.27
C09994,0,236416,20,10000,310,-182,-25.73,-21.95,-25.89,123.28,97.78,25.5,0.26,3.97,-27,-27.16,-27.18,-3.96,3.97,-18.25,12.59,8.1,7.7,1.21,0.66,0.04,1.03,0,1.03,55.27
C10000,0,502555,29,10000,446,339,4.84,4.84,4.63,96.82,85.95,10.86,0.26,0,3.44,3.29,2.37,0.03,0,33.92,8.53,4.2,3.91,0.9,0.72,0.72,1.1,0.71,0.39,43.18
C10029,0,960376,16,10000,579,-38,4.26,7.3,4.26,96.73,88.01,8.72,0.26,1.47,2.06,2.06,2.05,-1.47,1.47,-3.84,5.8,0.89,0.23,3.13,0.4,0.29,2.66,1.32,1.34,41.78
C10030,0,407222,36,20000,406,254,2.59,2.61,2,97.99,81.66,16.33,0.26,0.2,2.06,1.6,1.01,-0.01,0.01,12.71,9.57,4.8,4.51,2.57,0.55,0,2.28,1.08,1.2,15.02
C10031,0,30354,2,3000,14,-4,-42.94,-42.87,-42.94,116.63,87.77,28.86,0.26,0.41,-16.78,-16.78,-16.96,-0.02,0.03,-1.35,4.69,0.14,0.01,2.02,0.29,0,1.17,0,1.17,18.01
C10040,0,207059,7,10000,78,-58,6.52,10.56,6.18,97.05,75.73,21.32,0.26,1.23,1.99,1.88,1.26,-1.23,1.23,-5.86,3.66,0.19,0.05,1.5,0.17,0,0.6,0.33,0.27,14.42
C10044,0,134393,23,10000,199,101,-19.13,-18.73,-19.13,121.42,78.66,42.76,0.26,1.59,-22.75,-22.75,-22.85,-0.47,0.48,10.12,14.27,4.57,4.45,1.75,1.69,0,1.4,0.93,0.47,107.54
C10045,0,903404,43,5000,798,126,0.9,2.09,3.14,98.77,67.59,31.17,0.26,0.85,0.64,2.22,2.87,-0.81,0.84,25.25,8.48,5.3,5.12,1.11,0.7,0.59,0.97,0.17,0.8,22.63
C10072,0,464,3,15000,274,-29,-12.8,-12.54,-12.8,174.2,113.27,109.72,0.25,17.07,-72.08,-75.73,-76.04,-8.88,9.25,-1.97,74.75,49.02,39.42,0,14.84,0,0,0,0,645.17
C10074,0,791993,60,20000,666,237,-3.79,-3.21,-3.84,101.95,67.92,34.02,0.25,0.85,-2.55,-2.58,-2.61,-0.39,0.39,11.86,8.08,4.15,3.72,1.13,0.19,0.09,1.28,0.68,0.61,59.53
C10082,0,120441,6,33500,63,27,10.48,10.81,9.5,95.67,52.54,43.13,0.25,0.14,4.43,4.02,3.52,-0.14,0.14,0.82,5.07,1.36,0.77,1.43,1.08,0.61,1.63,0,1.63,32.95
C10083,0,94716,7,10000,198,46,0.81,1.13,0.81,98.32,46.4,51.92,0.25,0.57,1.36,1.36,0.97,-0.52,0.53,4.68,20.11,19.21,18.33,0.4,0.03,0,0.03,0,0.03,8.57
C10086,0,54955,11,10000,156,-144,-9.37,-7.23,-9.37,116.12,94.22,21.9,0.25,5.45,-21.33,-21.33,-21.43,-4.86,4.87,-14.4,27.3,6.69,2.28,1.76,4.12,3.54,1.03,0,1.03,1.78
C10090,0,98454,4,10000,59,10,0.14,1.07,0.14,99.73,80.3,19.43,0.25,0.45,0.07,0.07,0.07,-0.45,0.45,1.01,5.84,0.11,0.11,2.9,0.99,0,2.51,1.16,1.35,4.51
C10100,0,55566,4,3000,37,13,27.47,28.42,27.46,84.72,52.8,31.92,0.25,0.52,15.02,15.01,10.11,-0.52,0.52,4.6,6.56,2.53,0.1,0.87,0.3,0,0.01,0,0.01,38.78
C10101,1,794696,15,10000,494,-467,-20.54,-18.12,-20.54,109.28,97.86,11.42,0.25,1.21,-10.23,-10.23,-10.23,-1.21,1.21,-28.45,5.98,3.44,3.29,0.99,0.14,0.07,0.86,0,0.86,1.95
C10110,0,468750,23,11000,263,116,7.48,7.83,7.48,96.72,74.84,21.88,0.25,0.15,3.37,3.37,2.17,-0.15,0.15,10.63,5.41,0.12,0.05,1.9,1.84,0.62,1.67,0.87,0.8,10.62
C10118,0,851692,69,30000,699,130,-2.32,-0.16,0.18,100.35,83.4,16.95,0.25,1.42,-1.53,0.12,0.1,-1.3,1.42,4.36,7.89,4.11,3.26,1.56,1.06,0.01,1.08,0,1.08,34.72
C10124,0,359944,28,6000,355,46,6.78,8.58,6.22,93.48,71.04,22.44,0.25,1.42,5.35,4.91,4.9,-1.42,1.42,7.71,9.47,5.23,4.45,1.51,1.43,1.25,2.4,1.67,0.73,22.3
C10128,0,179595,14,12000,237,113,-1.25,-0.51,-5.18,100.72,82.45,18.27,0.25,0.85,-1.32,-5.49,-5.67,-0.78,0.79,9.48,12.7,7.79,6.73,1.4,1.23,0.33,2.42,1.42,1,18.98
C10130,0,333587,14,22000,418,26,0.28,2.39,0.27,97.71,81.43,16.28,0.25,2.26,0.28,0.27,0.22,-2.04,2.12,1.22,12.06,5,4.68,1.5,2.44,1.5,0.75,0,0.75,62.12
C10143,0,85326,7,10000,49,17,0.43,0.54,0.75,100,71.62,28.38,0.25,0.05,0.2,0.35,0.19,0.09,0.05,1.74,5.61,0.98,0.7,2.64,0.22,0,1.39,0,1.39,41
C10179,0,2418959,83,88200,6093,5851,2.38,2.38,-0.18,95.43,65.49,29.94,0.24,0,4.8,-0.37,-0.44,0.04,0,66.35,24.18,5.84,5.44,2.3,2.12,1.76,0.6,0,0.6,355.9
C10184,0,2513400,40,30000,3556,786,0.8,1.96,0.79,98.02,80.86,17.16,0.24,1.31,0.9,0.9,0.56,-1.31,1.31,26.23,13.58,9.41,9.25,1.66,0.01,0.01,1.03,0,1.03,43.93
C10186,0,264623,35,10000,335,52,1.31,2.59,1.88,97.19,75.36,21.83,0.24,1.72,1.33,1.91,1.61,-1.29,1.31,5.24,12.19,3.56,3.51,2.73,0.99,0.22,0.24,0,0.24,110.37
C10215,0,146440,10,3000,254,105,4.29,5.39,1.28,92.75,80.78,11.97,0.24,1.53,5.96,1.78,1.34,-1.53,1.53,35.17,16.67,9.24,7,0.83,2.13,0.16,1.95,1.3,0.65,55.13
C10216,0,149791,8,6000,111,9,2.03,3.15,1.48,97.39,71.27,26.12,0.24,1.65,1.21,0.88,0.7,-0.66,0.66,1.66,7.14,4.87,4.26,1.11,0.42,0.36,0.49,0,0.49,14.62
C10220,0,163087,4,10000,86,23,0.39,1.44,0.4,99.54,75.65,23.88,0.24,0.53,0.17,0.17,0.13,-0.38,0.44,2.4,5.09,2.2,0.09,1.46,0.76,0,0.69,0,0.69,8.2
C10247,0,363448,6,15000,192,22,0.29,1.87,0.29,98.54,78.14,20.39,0.24,1.58,0.12,0.12,0.02,-0.64,0.67,1.53,5.09,0.54,0.38,1.28,1.08,1.08,0.84,0,0.84,28.08
C10253,0,1967724,94,24600,3159,266,0.57,1.63,1.14,98.12,78.15,19.97,0.23,1.38,0.73,1.46,1.43,-1.36,1.36,10.85,15.41,9.39,9.34,2.06,2.68,0.64,1.68,0,1.68,30.34
C10257,0,47243,6,10000,55,-62,-8.42,-5.28,-8.42,105.17,78.82,26.35,0.23,2.94,-7.88,-7.88,-8.02,-2.84,2.94,-6.21,11.22,5.99,5.65,2.09,1.36,0,0.59,0,0.59,46.15
C10261,0,1166754,33,10000,1283,980,3.82,4.25,3.85,96.49,70.29,26.19,0.23,0.38,3.36,3.39,2.22,-0.36,0.38,98.08,10.56,5.12,4.79,1.27,0.29,0.12,1.54,0,1.54,111.98
C10265,0,396079,15,10000,305,28,2.18,4.95,2.07,96.9,77.96,18.93,0.23,1.99,1.35,1.28,0.82,-1.58,1.71,2.86,7.41,2.23,1.21,1.43,0.15,0.02,1.13,0.54,0.59,64.96
C10274,0,2335431,63,35000,2012,118,1.65,3.32,1.65,97.92,88.96,8.96,0.23,1.18,1.14,1.14,1.03,-1.15,1.15,3.39,8.27,1.19,1.14,2.12,2.1,0.9,2.06,1.53,0.53,5.84
C10278,0,677285,17,10000,353,64,2.3,2.34,0.68,99.26,86.19,13.07,0.23,0.02,0.96,0.29,0.28,0.15,0.02,6.5,5.01,0.32,0.15,1.72,0.12,0.06,3.87,2.9,0.97,34.5
C10279,0,44699,0,10000,27,-23,1.13,5.71,-23.38,97.46,67.5,29.97,0.23,2.22,0.55,-11.34,-11.47,-2.22,2.22,-2.39,5.82,2.06,0.46,1.89,1.83,0,2.37,1.93,0.43,1.88
C10280,0,167804,14,10000,104,-2,0.27,1.63,1.02,99.32,80.37,18.95,0.23,0.77,0.13,0.51,0.34,-0.68,0.68,-0.24,6,1.7,0.93,1.52,0.11,0.03,0.72,0,0.72,57.89
C10282,0,51855,1,10000,36,15,8.71,9.14,8.71,95.11,40.99,54.13,0.23,0.24,4.87,4.87,3.59,-0.24,0.24,1.51,6.72,1.34,0.75,1.56,0.06,0.06,0.71,0,0.71,76.2
C10290,0,104140,8,3000,25,8,5.16,5.37,5.16,99.11,15.75,83.36,0.23,0.1,1.01,1.01,1.01,-0.04,0.04,2.9,2.36,1.03,0.3,0.92,0,0,0.35,0,0.35,3.59
C10297,0,1857261,34,40000,1054,644,12.68,12.68,12.67,94.27,84.74,9.53,0.23,0.2,5.76,5.76,3.8,0.19,0,16.11,5.45,0.48,0.45,1.15,0.99,0.21,0.77,0,0.77,26.23
C10298,0,357064,14,10000,507,94,5.75,6.77,1.17,92.42,64.19,28.23,0.23,1.28,6.53,1.32,0.36,-1.15,1.16,9.43,13.63,7.07,6.81,0.87,0.1,0.02,0.3,0,0.3,144.56
